,date,apartment for rent,State
5038,2015-11-01,59,PA
5039,2015-12-01,57,PA
5040,2016-01-01,72,PA
5041,2016-02-01,78,PA
5042,2016-03-01,82,PA
5043,2016-04-01,80,PA
5044,2016-05-01,74,PA
5045,2016-06-01,79,PA
5046,2016-07-01,70,PA
5047,2016-08-01,70,PA
5048,2016-09-01,67,PA
5049,2016-10-01,63,PA
5050,2016-11-01,57,PA
5051,2016-12-01,60,PA
5052,2017-01-01,80,PA
5053,2017-02-01,86,PA
5054,2017-03-01,84,PA
5055,2017-04-01,75,PA
5056,2017-05-01,74,PA
5057,2017-06-01,78,PA
5058,2017-07-01,86,PA
5059,2017-08-01,85,PA
5060,2017-09-01,55,PA
5061,2017-10-01,64,PA
5062,2017-11-01,59,PA
5063,2017-12-01,64,PA
5064,2018-01-01,80,PA
5065,2018-02-01,73,PA
5066,2018-03-01,83,PA
5067,2018-04-01,72,PA
5068,2018-05-01,78,PA
5069,2018-06-01,86,PA
5070,2018-07-01,88,PA
5071,2018-08-01,80,PA
5072,2018-09-01,78,PA
5073,2018-10-01,81,PA
5074,2018-11-01,70,PA
5075,2018-12-01,64,PA
5076,2019-01-01,84,PA
5077,2019-02-01,84,PA
5078,2019-03-01,100,PA
5079,2019-04-01,82,PA
5080,2019-05-01,84,PA
5081,2019-06-01,86,PA
5082,2019-07-01,96,PA
5083,2019-08-01,92,PA
5084,2019-09-01,77,PA
5085,2019-10-01,71,PA
5086,2019-11-01,66,PA
5087,2019-12-01,69,PA
5088,2020-01-01,83,PA
5089,2020-02-01,80,PA
5090,2020-03-01,75,PA
5091,2020-04-01,71,PA
5092,2020-05-01,85,PA
5093,2020-06-01,94,PA
5094,2020-07-01,97,PA
5095,2020-08-01,95,PA
5096,2020-09-01,85,PA
5097,2020-10-01,71,PA
5098,2020-11-01,84,PA
5099,2020-12-01,68,PA
5100,2004-01-01,0,RI
5101,2004-02-01,0,RI
5102,2004-03-01,0,RI
5103,2004-04-01,0,RI
5104,2004-05-01,0,RI
5105,2004-06-01,0,RI
5106,2004-07-01,0,RI
5107,2004-08-01,68,RI
5108,2004-09-01,0,RI
5109,2004-10-01,100,RI
5110,2004-11-01,0,RI
5111,2004-12-01,0,RI
5112,2005-01-01,37,RI
5113,2005-02-01,83,RI
5114,2005-03-01,0,RI
5115,2005-04-01,26,RI
5116,2005-05-01,0,RI
5117,2005-06-01,0,RI
5118,2005-07-01,0,RI
5119,2005-08-01,0,RI
5120,2005-09-01,0,RI
5121,2005-10-01,0,RI
5122,2005-11-01,31,RI
5123,2005-12-01,0,RI
5124,2006-01-01,0,RI
5125,2006-02-01,0,RI
5126,2006-03-01,84,RI
5127,2006-04-01,0,RI
5128,2006-05-01,0,RI
5129,2006-06-01,0,RI
5130,2006-07-01,0,RI
5131,2006-08-01,54,RI
5132,2006-09-01,0,RI
5133,2006-10-01,21,RI
5134,2006-11-01,0,RI
5135,2006-12-01,0,RI
5136,2007-01-01,0,RI
5137,2007-02-01,0,RI
5138,2007-03-01,0,RI
5139,2007-04-01,0,RI
5140,2007-05-01,0,RI
5141,2007-06-01,0,RI
5142,2007-07-01,0,RI
5143,2007-08-01,0,RI
5144,2007-09-01,24,RI
5145,2007-10-01,24,RI
5146,2007-11-01,0,RI
5147,2007-12-01,0,RI
5148,2008-01-01,0,RI
5149,2008-02-01,0,RI
5150,2008-03-01,11,RI
5151,2008-04-01,24,RI
5152,2008-05-01,17,RI
5153,2008-06-01,35,RI
5154,2008-07-01,0,RI
5155,2008-08-01,14,RI
5156,2008-09-01,0,RI
5157,2008-10-01,0,RI
5158,2008-11-01,29,RI
5159,2008-12-01,0,RI
5160,2009-01-01,19,RI
5161,2009-02-01,13,RI
5162,2009-03-01,0,RI
5163,2009-04-01,28,RI
5164,2009-05-01,33,RI
5165,2009-06-01,0,RI
5166,2009-07-01,18,RI
5167,2009-08-01,21,RI
5168,2009-09-01,16,RI
5169,2009-10-01,10,RI
5170,2009-11-01,12,RI
5171,2009-12-01,0,RI
5172,2010-01-01,20,RI
5173,2010-02-01,0,RI
5174,2010-03-01,25,RI
5175,2010-04-01,32,RI
5176,2010-05-01,22,RI
5177,2010-06-01,0,RI
5178,2010-07-01,0,RI
5179,2010-08-01,0,RI
5180,2010-09-01,7,RI
5181,2010-10-01,0,RI
5182,2010-11-01,9,RI
5183,2010-12-01,0,RI
5184,2011-01-01,14,RI
5185,2011-02-01,15,RI
5186,2011-03-01,13,RI
5187,2011-04-01,15,RI
5188,2011-05-01,26,RI
5189,2011-06-01,13,RI
5190,2011-07-01,6,RI
5191,2011-08-01,16,RI
5192,2011-09-01,23,RI
5193,2011-10-01,14,RI
5194,2011-11-01,22,RI
5195,2011-12-01,8,RI
5196,2012-01-01,11,RI
5197,2012-02-01,14,RI
5198,2012-03-01,19,RI
5199,2012-04-01,20,RI
5200,2012-05-01,18,RI
5201,2012-06-01,0,RI
5202,2012-07-01,28,RI
5203,2012-08-01,16,RI
5204,2012-09-01,16,RI
5205,2012-10-01,15,RI
5206,2012-11-01,11,RI
5207,2012-12-01,0,RI
5208,2013-01-01,22,RI
5209,2013-02-01,26,RI
5210,2013-03-01,24,RI
5211,2013-04-01,16,RI
5212,2013-05-01,11,RI
5213,2013-06-01,24,RI
5214,2013-07-01,14,RI
5215,2013-08-01,9,RI
5216,2013-09-01,17,RI
5217,2013-10-01,6,RI
5218,2013-11-01,10,RI
5219,2013-12-01,27,RI
5220,2014-01-01,22,RI
5221,2014-02-01,25,RI
5222,2014-03-01,17,RI
5223,2014-04-01,13,RI
5224,2014-05-01,28,RI
5225,2014-06-01,26,RI
5226,2014-07-01,21,RI
5227,2014-08-01,21,RI
5228,2014-09-01,10,RI
5229,2014-10-01,8,RI
5230,2014-11-01,6,RI
5231,2014-12-01,16,RI
5232,2015-01-01,21,RI
5233,2015-02-01,10,RI
5234,2015-03-01,34,RI
5235,2015-04-01,13,RI
5236,2015-05-01,20,RI
5237,2015-06-01,26,RI
5238,2015-07-01,16,RI
5239,2015-08-01,26,RI
5240,2015-09-01,21,RI
5241,2015-10-01,20,RI
5242,2015-11-01,10,RI
5243,2015-12-01,22,RI
5244,2016-01-01,31,RI
5245,2016-02-01,34,RI
5246,2016-03-01,37,RI
5247,2016-04-01,24,RI
5248,2016-05-01,29,RI
5249,2016-06-01,24,RI
5250,2016-07-01,40,RI
5251,2016-08-01,35,RI
5252,2016-09-01,21,RI
5253,2016-10-01,33,RI
5254,2016-11-01,19,RI
5255,2016-12-01,9,RI
5256,2017-01-01,17,RI
5257,2017-02-01,33,RI
5258,2017-03-01,28,RI
5259,2017-04-01,18,RI
5260,2017-05-01,13,RI
5261,2017-06-01,35,RI
5262,2017-07-01,29,RI
5263,2017-08-01,32,RI
5264,2017-09-01,22,RI
5265,2017-10-01,27,RI
5266,2017-11-01,14,RI
5267,2017-12-01,22,RI
5268,2018-01-01,30,RI
5269,2018-02-01,38,RI
5270,2018-03-01,27,RI
5271,2018-04-01,38,RI
5272,2018-05-01,29,RI
5273,2018-06-01,41,RI
5274,2018-07-01,29,RI
5275,2018-08-01,29,RI
5276,2018-09-01,31,RI
5277,2018-10-01,31,RI
5278,2018-11-01,22,RI
5279,2018-12-01,27,RI
5280,2019-01-01,42,RI
5281,2019-02-01,32,RI
5282,2019-03-01,35,RI
5283,2019-04-01,30,RI
5284,2019-05-01,40,RI
5285,2019-06-01,38,RI
5286,2019-07-01,47,RI
5287,2019-08-01,31,RI
5288,2019-09-01,25,RI
5289,2019-10-01,35,RI
5290,2019-11-01,33,RI
5291,2019-12-01,32,RI
5292,2020-01-01,20,RI
5293,2020-02-01,40,RI
5294,2020-03-01,21,RI
5295,2020-04-01,22,RI
5296,2020-05-01,42,RI
5297,2020-06-01,41,RI
5298,2020-07-01,44,RI
5299,2020-08-01,37,RI
5300,2020-09-01,38,RI
5301,2020-10-01,33,RI
5302,2020-11-01,35,RI
5303,2020-12-01,26,RI
5304,2004-01-01,0,DE
5305,2004-02-01,0,DE
5306,2004-03-01,0,DE
5307,2004-04-01,73,DE
5308,2004-05-01,0,DE
5309,2004-06-01,0,DE
5310,2004-07-01,0,DE
5311,2004-08-01,0,DE
5312,2004-09-01,0,DE
5313,2004-10-01,0,DE
5314,2004-11-01,0,DE
5315,2004-12-01,100,DE
5316,2005-01-01,49,DE
5317,2005-02-01,0,DE
5318,2005-03-01,36,DE
5319,2005-04-01,0,DE
5320,2005-05-01,0,DE
5321,2005-06-01,0,DE
5322,2005-07-01,29,DE
5323,2005-08-01,0,DE
5324,2005-09-01,0,DE
5325,2005-10-01,0,DE
5326,2005-11-01,0,DE
5327,2005-12-01,26,DE
5328,2006-01-01,0,DE
5329,2006-02-01,0,DE
5330,2006-03-01,0,DE
5331,2006-04-01,0,DE
5332,2006-05-01,0,DE
5333,2006-06-01,0,DE
5334,2006-07-01,0,DE
5335,2006-08-01,0,DE
5336,2006-09-01,0,DE
5337,2006-10-01,26,DE
5338,2006-11-01,0,DE
5339,2006-12-01,0,DE
5340,2007-01-01,0,DE
5341,2007-02-01,0,DE
5342,2007-03-01,0,DE
5343,2007-04-01,0,DE
5344,2007-05-01,0,DE
5345,2007-06-01,0,DE
5346,2007-07-01,22,DE
5347,2007-08-01,31,DE
5348,2007-09-01,20,DE
5349,2007-10-01,0,DE
5350,2007-11-01,0,DE
5351,2007-12-01,0,DE
5352,2008-01-01,29,DE
5353,2008-02-01,53,DE
5354,2008-03-01,0,DE
5355,2008-04-01,0,DE
5356,2008-05-01,0,DE
5357,2008-06-01,0,DE
5358,2008-07-01,13,DE
5359,2008-08-01,0,DE
5360,2008-09-01,0,DE
5361,2008-10-01,0,DE
5362,2008-11-01,0,DE
5363,2008-12-01,0,DE
5364,2009-01-01,0,DE
5365,2009-02-01,29,DE
5366,2009-03-01,20,DE
5367,2009-04-01,12,DE
5368,2009-05-01,0,DE
5369,2009-06-01,0,DE
5370,2009-07-01,29,DE
5371,2009-08-01,30,DE
5372,2009-09-01,31,DE
5373,2009-10-01,0,DE
5374,2009-11-01,20,DE
5375,2009-12-01,0,DE
5376,2010-01-01,0,DE
5377,2010-02-01,0,DE
5378,2010-03-01,0,DE
5379,2010-04-01,0,DE
5380,2010-05-01,10,DE
5381,2010-06-01,35,DE
5382,2010-07-01,0,DE
5383,2010-08-01,26,DE
5384,2010-09-01,0,DE
5385,2010-10-01,11,DE
5386,2010-11-01,0,DE
5387,2010-12-01,0,DE
5388,2011-01-01,0,DE
5389,2011-02-01,0,DE
5390,2011-03-01,7,DE
5391,2011-04-01,0,DE
5392,2011-05-01,11,DE
5393,2011-06-01,4,DE
5394,2011-07-01,10,DE
5395,2011-08-01,7,DE
5396,2011-09-01,0,DE
5397,2011-10-01,0,DE
5398,2011-11-01,7,DE
5399,2011-12-01,0,DE
5400,2012-01-01,0,DE
5401,2012-02-01,9,DE
5402,2012-03-01,9,DE
5403,2012-04-01,4,DE
5404,2012-05-01,8,DE
5405,2012-06-01,4,DE
5406,2012-07-01,9,DE
5407,2012-08-01,7,DE
5408,2012-09-01,7,DE
5409,2012-10-01,8,DE
5410,2012-11-01,8,DE
5411,2012-12-01,3,DE
5412,2013-01-01,11,DE
5413,2013-02-01,9,DE
5414,2013-03-01,7,DE
5415,2013-04-01,7,DE
5416,2013-05-01,11,DE
5417,2013-06-01,17,DE
5418,2013-07-01,3,DE
5419,2013-08-01,11,DE
5420,2013-09-01,0,DE
5421,2013-10-01,6,DE
5422,2013-11-01,13,DE
5423,2013-12-01,11,DE
5424,2014-01-01,8,DE
5425,2014-02-01,10,DE
5426,2014-03-01,7,DE
5427,2014-04-01,8,DE
5428,2014-05-01,7,DE
5429,2014-06-01,11,DE
5430,2014-07-01,5,DE
5431,2014-08-01,10,DE
5432,2014-09-01,7,DE
5433,2014-10-01,15,DE
5434,2014-11-01,0,DE
5435,2014-12-01,7,DE
5436,2015-01-01,8,DE
5437,2015-02-01,5,DE
5438,2015-03-01,9,DE
5439,2015-04-01,12,DE
5440,2015-05-01,11,DE
5441,2015-06-01,10,DE
5442,2015-07-01,11,DE
5443,2015-08-01,10,DE
5444,2015-09-01,8,DE
5445,2015-10-01,12,DE
5446,2015-11-01,0,DE
5447,2015-12-01,5,DE
5448,2016-01-01,11,DE
5449,2016-02-01,10,DE
5450,2016-03-01,5,DE
5451,2016-04-01,13,DE
5452,2016-05-01,8,DE
5453,2016-06-01,8,DE
5454,2016-07-01,12,DE
5455,2016-08-01,10,DE
5456,2016-09-01,6,DE
5457,2016-10-01,8,DE
5458,2016-11-01,15,DE
5459,2016-12-01,7,DE
5460,2017-01-01,8,DE
5461,2017-02-01,4,DE
5462,2017-03-01,17,DE
5463,2017-04-01,7,DE
5464,2017-05-01,9,DE
5465,2017-06-01,15,DE
5466,2017-07-01,3,DE
5467,2017-08-01,13,DE
5468,2017-09-01,9,DE
5469,2017-10-01,7,DE
5470,2017-11-01,3,DE
5471,2017-12-01,6,DE
5472,2018-01-01,10,DE
5473,2018-02-01,8,DE
5474,2018-03-01,9,DE
5475,2018-04-01,7,DE
5476,2018-05-01,9,DE
5477,2018-06-01,12,DE
5478,2018-07-01,10,DE
5479,2018-08-01,4,DE
5480,2018-09-01,7,DE
5481,2018-10-01,10,DE
5482,2018-11-01,11,DE
5483,2018-12-01,8,DE
5484,2019-01-01,11,DE
5485,2019-02-01,10,DE
5486,2019-03-01,16,DE
5487,2019-04-01,13,DE
5488,2019-05-01,15,DE
5489,2019-06-01,11,DE
5490,2019-07-01,14,DE
5491,2019-08-01,8,DE
5492,2019-09-01,4,DE
5493,2019-10-01,12,DE
5494,2019-11-01,11,DE
5495,2019-12-01,6,DE
5496,2020-01-01,11,DE
5497,2020-02-01,10,DE
5498,2020-03-01,6,DE
5499,2020-04-01,11,DE
5500,2020-05-01,9,DE
5501,2020-06-01,10,DE
5502,2020-07-01,9,DE
5503,2020-08-01,10,DE
5504,2020-09-01,8,DE
5505,2020-10-01,10,DE
5506,2020-11-01,12,DE
5507,2020-12-01,4,DE
5508,2004-01-01,0,IA
5509,2004-02-01,0,IA
5510,2004-03-01,0,IA
5511,2004-04-01,0,IA
5512,2004-05-01,0,IA
5513,2004-06-01,0,IA
5514,2004-07-01,0,IA
5515,2004-08-01,0,IA
5516,2004-09-01,0,IA
5517,2004-10-01,100,IA
5518,2004-11-01,0,IA
5519,2004-12-01,52,IA
5520,2005-01-01,0,IA
5521,2005-02-01,0,IA
5522,2005-03-01,0,IA
5523,2005-04-01,0,IA
5524,2005-05-01,27,IA
5525,2005-06-01,0,IA
5526,2005-07-01,0,IA
5527,2005-08-01,0,IA
5528,2005-09-01,0,IA
5529,2005-10-01,0,IA
5530,2005-11-01,0,IA
5531,2005-12-01,0,IA
5532,2006-01-01,47,IA
5533,2006-02-01,0,IA
5534,2006-03-01,0,IA
5535,2006-04-01,0,IA
5536,2006-05-01,0,IA
5537,2006-06-01,46,IA
5538,2006-07-01,0,IA
5539,2006-08-01,19,IA
5540,2006-09-01,0,IA
5541,2006-10-01,20,IA
5542,2006-11-01,0,IA
5543,2006-12-01,0,IA
5544,2007-01-01,0,IA
5545,2007-02-01,0,IA
5546,2007-03-01,0,IA
5547,2007-04-01,0,IA
5548,2007-05-01,0,IA
5549,2007-06-01,0,IA
5550,2007-07-01,0,IA
5551,2007-08-01,29,IA
5552,2007-09-01,0,IA
5553,2007-10-01,0,IA
5554,2007-11-01,35,IA
5555,2007-12-01,0,IA
5556,2008-01-01,15,IA
5557,2008-02-01,33,IA
5558,2008-03-01,13,IA
5559,2008-04-01,41,IA
5560,2008-05-01,0,IA
5561,2008-06-01,21,IA
5562,2008-07-01,0,IA
5563,2008-08-01,34,IA
5564,2008-09-01,0,IA
5565,2008-10-01,0,IA
5566,2008-11-01,24,IA
5567,2008-12-01,0,IA
5568,2009-01-01,0,IA
5569,2009-02-01,0,IA
5570,2009-03-01,13,IA
5571,2009-04-01,20,IA
5572,2009-05-01,0,IA
5573,2009-06-01,0,IA
5574,2009-07-01,37,IA
5575,2009-08-01,16,IA
5576,2009-09-01,13,IA
5577,2009-10-01,0,IA
5578,2009-11-01,0,IA
5579,2009-12-01,0,IA
5580,2010-01-01,24,IA
5581,2010-02-01,36,IA
5582,2010-03-01,40,IA
5583,2010-04-01,19,IA
5584,2010-05-01,0,IA
5585,2010-06-01,52,IA
5586,2010-07-01,49,IA
5587,2010-08-01,24,IA
5588,2010-09-01,0,IA
5589,2010-10-01,31,IA
5590,2010-11-01,22,IA
5591,2010-12-01,14,IA
5592,2011-01-01,21,IA
5593,2011-02-01,16,IA
5594,2011-03-01,19,IA
5595,2011-04-01,24,IA
5596,2011-05-01,20,IA
5597,2011-06-01,16,IA
5598,2011-07-01,7,IA
5599,2011-08-01,16,IA
5600,2011-09-01,24,IA
5601,2011-10-01,16,IA
5602,2011-11-01,13,IA
5603,2011-12-01,12,IA
5604,2012-01-01,0,IA
5605,2012-02-01,8,IA
5606,2012-03-01,4,IA
5607,2012-04-01,20,IA
5608,2012-05-01,15,IA
5609,2012-06-01,14,IA
5610,2012-07-01,30,IA
5611,2012-08-01,24,IA
5612,2012-09-01,8,IA
5613,2012-10-01,11,IA
5614,2012-11-01,12,IA
5615,2012-12-01,11,IA
5616,2013-01-01,20,IA
5617,2013-02-01,18,IA
5618,2013-03-01,12,IA
5619,2013-04-01,10,IA
5620,2013-05-01,16,IA
5621,2013-06-01,19,IA
5622,2013-07-01,23,IA
5623,2013-08-01,12,IA
5624,2013-09-01,17,IA
5625,2013-10-01,24,IA
5626,2013-11-01,6,IA
5627,2013-12-01,13,IA
5628,2014-01-01,22,IA
5629,2014-02-01,14,IA
5630,2014-03-01,20,IA
5631,2014-04-01,17,IA
5632,2014-05-01,26,IA
5633,2014-06-01,11,IA
5634,2014-07-01,14,IA
5635,2014-08-01,33,IA
5636,2014-09-01,13,IA
5637,2014-10-01,13,IA
5638,2014-11-01,19,IA
5639,2014-12-01,17,IA
5640,2015-01-01,21,IA
5641,2015-02-01,7,IA
5642,2015-03-01,23,IA
5643,2015-04-01,34,IA
5644,2015-05-01,12,IA
5645,2015-06-01,7,IA
5646,2015-07-01,17,IA
5647,2015-08-01,19,IA
5648,2015-09-01,11,IA
5649,2015-10-01,18,IA
5650,2015-11-01,18,IA
5651,2015-12-01,18,IA
5652,2016-01-01,26,IA
5653,2016-02-01,15,IA
5654,2016-03-01,21,IA
5655,2016-04-01,19,IA
5656,2016-05-01,19,IA
5657,2016-06-01,27,IA
5658,2016-07-01,22,IA
5659,2016-08-01,9,IA
5660,2016-09-01,15,IA
5661,2016-10-01,18,IA
5662,2016-11-01,18,IA
5663,2016-12-01,13,IA
5664,2017-01-01,23,IA
5665,2017-02-01,24,IA
5666,2017-03-01,21,IA
5667,2017-04-01,17,IA
5668,2017-05-01,22,IA
5669,2017-06-01,20,IA
5670,2017-07-01,18,IA
5671,2017-08-01,23,IA
5672,2017-09-01,20,IA
5673,2017-10-01,21,IA
5674,2017-11-01,22,IA
5675,2017-12-01,14,IA
5676,2018-01-01,8,IA
5677,2018-02-01,17,IA
5678,2018-03-01,19,IA
5679,2018-04-01,16,IA
5680,2018-05-01,21,IA
5681,2018-06-01,20,IA
5682,2018-07-01,20,IA
5683,2018-08-01,23,IA
5684,2018-09-01,24,IA
5685,2018-10-01,21,IA
5686,2018-11-01,20,IA
5687,2018-12-01,11,IA
5688,2019-01-01,22,IA
5689,2019-02-01,13,IA
5690,2019-03-01,25,IA
5691,2019-04-01,19,IA
5692,2019-05-01,15,IA
5693,2019-06-01,16,IA
5694,2019-07-01,18,IA
5695,2019-08-01,13,IA
5696,2019-09-01,21,IA
5697,2019-10-01,18,IA
5698,2019-11-01,18,IA
5699,2019-12-01,16,IA
5700,2020-01-01,14,IA
5701,2020-02-01,17,IA
5702,2020-03-01,19,IA
5703,2020-04-01,17,IA
5704,2020-05-01,19,IA
5705,2020-06-01,19,IA
5706,2020-07-01,22,IA
5707,2020-08-01,20,IA
5708,2020-09-01,20,IA
5709,2020-10-01,18,IA
5710,2020-11-01,17,IA
5711,2020-12-01,18,IA
5712,2004-01-01,0,KS
5713,2004-02-01,0,KS
5714,2004-03-01,0,KS
5715,2004-04-01,0,KS
5716,2004-05-01,0,KS
5717,2004-06-01,100,KS
5718,2004-07-01,0,KS
5719,2004-08-01,0,KS
5720,2004-09-01,0,KS
5721,2004-10-01,63,KS
5722,2004-11-01,0,KS
5723,2004-12-01,0,KS
5724,2005-01-01,0,KS
5725,2005-02-01,59,KS
5726,2005-03-01,0,KS
5727,2005-04-01,0,KS
5728,2005-05-01,0,KS
5729,2005-06-01,47,KS
5730,2005-07-01,0,KS
5731,2005-08-01,61,KS
5732,2005-09-01,0,KS
5733,2005-10-01,38,KS
5734,2005-11-01,0,KS
5735,2005-12-01,0,KS
5736,2006-01-01,51,KS
5737,2006-02-01,32,KS
5738,2006-03-01,0,KS
5739,2006-04-01,0,KS
5740,2006-05-01,51,KS
5741,2006-06-01,33,KS
5742,2006-07-01,0,KS
5743,2006-08-01,30,KS
5744,2006-09-01,0,KS
5745,2006-10-01,0,KS
5746,2006-11-01,0,KS
5747,2006-12-01,0,KS
5748,2007-01-01,83,KS
5749,2007-02-01,0,KS
5750,2007-03-01,34,KS
5751,2007-04-01,41,KS
5752,2007-05-01,88,KS
5753,2007-06-01,0,KS
5754,2007-07-01,0,KS
5755,2007-08-01,0,KS
5756,2007-09-01,48,KS
5757,2007-10-01,29,KS
5758,2007-11-01,0,KS
5759,2007-12-01,24,KS
5760,2008-01-01,49,KS
5761,2008-02-01,28,KS
5762,2008-03-01,34,KS
5763,2008-04-01,17,KS
5764,2008-05-01,24,KS
5765,2008-06-01,76,KS
5766,2008-07-01,22,KS
5767,2008-08-01,0,KS
5768,2008-09-01,32,KS
5769,2008-10-01,42,KS
5770,2008-11-01,0,KS
5771,2008-12-01,34,KS
5772,2009-01-01,41,KS
5773,2009-02-01,16,KS
5774,2009-03-01,53,KS
5775,2009-04-01,83,KS
5776,2009-05-01,67,KS
5777,2009-06-01,48,KS
5778,2009-07-01,32,KS
5779,2009-08-01,0,KS
5780,2009-09-01,13,KS
5781,2009-10-01,28,KS
5782,2009-11-01,0,KS
5783,2009-12-01,0,KS
5784,2010-01-01,18,KS
5785,2010-02-01,35,KS
5786,2010-03-01,57,KS
5787,2010-04-01,27,KS
5788,2010-05-01,24,KS
5789,2010-06-01,30,KS
5790,2010-07-01,42,KS
5791,2010-08-01,25,KS
5792,2010-09-01,0,KS
5793,2010-10-01,35,KS
5794,2010-11-01,67,KS
5795,2010-12-01,0,KS
5796,2011-01-01,50,KS
5797,2011-02-01,32,KS
5798,2011-03-01,29,KS
5799,2011-04-01,17,KS
5800,2011-05-01,50,KS
5801,2011-06-01,12,KS
5802,2011-07-01,14,KS
5803,2011-08-01,0,KS
5804,2011-09-01,31,KS
5805,2011-10-01,26,KS
5806,2011-11-01,12,KS
5807,2011-12-01,8,KS
5808,2012-01-01,35,KS
5809,2012-02-01,25,KS
5810,2012-03-01,33,KS
5811,2012-04-01,22,KS
5812,2012-05-01,20,KS
5813,2012-06-01,20,KS
5814,2012-07-01,14,KS
5815,2012-08-01,23,KS
5816,2012-09-01,19,KS
5817,2012-10-01,14,KS
5818,2012-11-01,22,KS
5819,2012-12-01,20,KS
5820,2013-01-01,27,KS
5821,2013-02-01,25,KS
5822,2013-03-01,18,KS
5823,2013-04-01,30,KS
5824,2013-05-01,32,KS
5825,2013-06-01,23,KS
5826,2013-07-01,53,KS
5827,2013-08-01,42,KS
5828,2013-09-01,49,KS
5829,2013-10-01,36,KS
5830,2013-11-01,25,KS
5831,2013-12-01,25,KS
5832,2014-01-01,38,KS
5833,2014-02-01,30,KS
5834,2014-03-01,59,KS
5835,2014-04-01,44,KS
5836,2014-05-01,44,KS
5837,2014-06-01,47,KS
5838,2014-07-01,53,KS
5839,2014-08-01,36,KS
5840,2014-09-01,46,KS
5841,2014-10-01,37,KS
5842,2014-11-01,46,KS
5843,2014-12-01,22,KS
5844,2015-01-01,40,KS
5845,2015-02-01,40,KS
5846,2015-03-01,15,KS
5847,2015-04-01,38,KS
5848,2015-05-01,17,KS
5849,2015-06-01,35,KS
5850,2015-07-01,49,KS
5851,2015-08-01,15,KS
5852,2015-09-01,32,KS
5853,2015-10-01,31,KS
5854,2015-11-01,19,KS
5855,2015-12-01,12,KS
5856,2016-01-01,16,KS
5857,2016-02-01,31,KS
5858,2016-03-01,31,KS
5859,2016-04-01,22,KS
5860,2016-05-01,20,KS
5861,2016-06-01,30,KS
5862,2016-07-01,30,KS
5863,2016-08-01,26,KS
5864,2016-09-01,34,KS
5865,2016-10-01,32,KS
5866,2016-11-01,18,KS
5867,2016-12-01,16,KS
5868,2017-01-01,33,KS
5869,2017-02-01,33,KS
5870,2017-03-01,25,KS
5871,2017-04-01,35,KS
5872,2017-05-01,32,KS
5873,2017-06-01,26,KS
5874,2017-07-01,28,KS
5875,2017-08-01,26,KS
5876,2017-09-01,32,KS
5877,2017-10-01,24,KS
5878,2017-11-01,29,KS
5879,2017-12-01,34,KS
5880,2018-01-01,24,KS
5881,2018-02-01,46,KS
5882,2018-03-01,31,KS
5883,2018-04-01,17,KS
5884,2018-05-01,34,KS
5885,2018-06-01,61,KS
5886,2018-07-01,32,KS
5887,2018-08-01,28,KS
5888,2018-09-01,22,KS
5889,2018-10-01,30,KS
5890,2018-11-01,14,KS
5891,2018-12-01,20,KS
5892,2019-01-01,37,KS
5893,2019-02-01,21,KS
5894,2019-03-01,28,KS
5895,2019-04-01,34,KS
5896,2019-05-01,38,KS
5897,2019-06-01,32,KS
5898,2019-07-01,19,KS
5899,2019-08-01,28,KS
5900,2019-09-01,25,KS
5901,2019-10-01,23,KS
5902,2019-11-01,27,KS
5903,2019-12-01,33,KS
5904,2020-01-01,35,KS
5905,2020-02-01,27,KS
5906,2020-03-01,23,KS
5907,2020-04-01,21,KS
5908,2020-05-01,33,KS
5909,2020-06-01,33,KS
5910,2020-07-01,34,KS
5911,2020-08-01,27,KS
5912,2020-09-01,33,KS
5913,2020-10-01,11,KS
5914,2020-11-01,26,KS
5915,2020-12-01,23,KS
5916,2004-01-01,69,IL
5917,2004-02-01,59,IL
5918,2004-03-01,23,IL
5919,2004-04-01,23,IL
5920,2004-05-01,86,IL
5921,2004-06-01,0,IL
5922,2004-07-01,49,IL
5923,2004-08-01,31,IL
5924,2004-09-01,41,IL
5925,2004-10-01,12,IL
5926,2004-11-01,33,IL
5927,2004-12-01,32,IL
5928,2005-01-01,38,IL
5929,2005-02-01,39,IL
5930,2005-03-01,0,IL
5931,2005-04-01,25,IL
5932,2005-05-01,54,IL
5933,2005-06-01,33,IL
5934,2005-07-01,40,IL
5935,2005-08-01,37,IL
5936,2005-09-01,24,IL
5937,2005-10-01,0,IL
5938,2005-11-01,17,IL
5939,2005-12-01,0,IL
5940,2006-01-01,28,IL
5941,2006-02-01,13,IL
5942,2006-03-01,52,IL
5943,2006-04-01,37,IL
5944,2006-05-01,43,IL
5945,2006-06-01,39,IL
5946,2006-07-01,62,IL
5947,2006-08-01,19,IL
5948,2006-09-01,0,IL
5949,2006-10-01,38,IL
5950,2006-11-01,17,IL
5951,2006-12-01,25,IL
5952,2007-01-01,32,IL
5953,2007-02-01,43,IL
5954,2007-03-01,33,IL
5955,2007-04-01,41,IL
5956,2007-05-01,43,IL
5957,2007-06-01,48,IL
5958,2007-07-01,42,IL
5959,2007-08-01,38,IL
5960,2007-09-01,43,IL
5961,2007-10-01,39,IL
5962,2007-11-01,27,IL
5963,2007-12-01,36,IL
5964,2008-01-01,30,IL
5965,2008-02-01,37,IL
5966,2008-03-01,41,IL
5967,2008-04-01,40,IL
5968,2008-05-01,54,IL
5969,2008-06-01,41,IL
